"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25"
"1959",85.997,66.509,51.5459,39.3147,28.7204,20.2518,13.9526,9.68792,6.86026,4.99316,3.70502,2.77782,2.08906,1.57092,1.18523,0.89873,0.68522,0.524086,0.401357,0.3074,0.235561,0.180778,0.138776,0.106539,0.0817465,0.271785
"1960",86.6341,66.3021,51.2133,39.5142,29.9165,21.7589,15.3164,10.5452,7.31993,5.18272,3.77192,2.79872,2.09828,1.57798,1.18659,0.895252,0.678843,0.517569,0.395858,0.303156,0.232187,0.177925,0.136546,0.104821,0.0804712,0.267031
"1961",87.3862,66.7933,51.0884,39.3813,30.2829,22.8815,16.629,11.7017,8.05552,5.59138,3.95873,2.88105,2.13768,1.60267,1.20526,0.906312,0.683788,0.518495,0.395315,0.302353,0.231548,0.177342,0.135897,0.104292,0.0800611,0.265418
"1962",88.0264,67.3731,51.4616,39.2707,30.1565,23.1369,17.4663,12.6891,8.92797,6.14561,4.26554,3.01997,2.19782,1.63072,1.22258,0.919419,0.691368,0.521617,0.395526,0.301559,0.230644,0.176632,0.135282,0.103667,0.0795573,0.263542
"1963",88.3109,67.8667,51.8456,39.329,29.673,22.6325,17.3178,13.0599,9.48372,6.67128,4.5917,3.1868,2.25614,1.6419,1.21822,0.913311,0.686831,0.516468,0.389658,0.295464,0.225269,0.172294,0.131946,0.101057,0.0774401,0.256298
"1964",88.1476,68.0861,52.1259,39.2723,29.1181,21.672,16.4411,12.5541,9.45909,6.86604,4.82882,3.32315,2.3062,1.63262,1.18809,0.881497,0.660855,0.496972,0.373698,0.281941,0.213785,0.162994,0.124663,0.0954692,0.0731195,0.241474
"1965",88.1048,67.9602,52.3182,39.6108,29.3009,21.4888,15.9246,12.0608,9.20286,6.9317,5.0306,3.53761,2.4344,1.68936,1.19591,0.870271,0.645682,0.48406,0.364017,0.273721,0.206511,0.156589,0.119386,0.0913105,0.0699269,0.230425
"1966",87.77,67.9271,52.2176,39.5724,29.1268,21.1852,15.4348,11.4095,8.63202,6.58328,4.95729,3.59716,2.52935,1.74046,1.20775,0.854952,0.622141,0.461579,0.346036,0.26022,0.19567,0.147624,0.111937,0.0853422,0.0652725,0.214703
"1967",86.905,67.6691,52.0803,39.0464,28.2899,20.2705,14.5896,10.587,7.81278,5.90616,4.50249,3.38962,2.45925,1.72906,1.1897,0.825526,0.58436,0.425223,0.315476,0.236503,0.177848,0.13373,0.100893,0.0765021,0.0583262,0.191345
"1968",86.7485,67.0021,51.9749,39.4136,28.8063,20.5558,14.641,10.5137,7.62186,5.62205,4.24902,3.23874,2.43802,1.76874,1.24353,0.855604,0.593686,0.420243,0.305797,0.226871,0.170077,0.127896,0.0961692,0.0725546,0.0550145,0.179543
"1969",86.9061,66.8815,51.5107,39.5402,29.4468,21.2908,15.1285,10.7578,7.71986,5.59467,4.12604,3.11806,2.37655,1.78892,1.29779,0.912408,0.627769,0.435592,0.308333,0.224362,0.166454,0.124784,0.093836,0.0705582,0.0532323,0.172091
"1970",118.532,67.003,51.4302,39.2203,29.5973,21.819,15.7127,11.1478,7.92204,5.68313,4.11796,3.03669,2.29471,1.74893,1.31646,0.955022,0.671416,0.461953,0.320535,0.226889,0.165098,0.122485,0.0918223,0.069049,0.05192,0.165803
"1971",111.591,91.3861,51.4791,39.0223,29.1235,21.697,15.9142,11.4382,8.10849,5.75994,4.13123,2.99312,2.20704,1.6677,1.27101,0.956692,0.694021,0.487917,0.335698,0.232928,0.164876,0.119973,0.0890073,0.066725,0.0501762,0.158213
"1972",110.374,86.0345,70.2114,38.8381,28.4585,20.8127,15.3836,11.2497,8.07554,5.72131,4.06292,2.91355,2.11066,1.55624,1.17587,0.896144,0.674514,0.489309,0.343994,0.236673,0.164217,0.116239,0.0845817,0.0627503,0.0470412,0.146914
"1973",109.373,85.0962,65.6114,50.5264,25.0806,17.2245,12.2836,8.99297,6.55006,4.69301,3.32158,2.35744,1.68995,1.22397,0.902322,0.681711,0.519497,0.390995,0.283626,0.199388,0.137178,0.0951804,0.0673712,0.0490222,0.0363687,0.11241
"1974",122.999,84.3247,65.3015,49.1094,36.0976,17.4258,11.8386,8.408,6.14499,4.47208,3.2028,2.2663,1.60823,1.15276,0.83485,0.615429,0.464946,0.354303,0.266658,0.19343,0.135979,0.0935523,0.0649103,0.045945,0.0334314,0.101462
"1975",91.7716,94.8302,64.6941,48.8723,35.0905,25.088,11.9813,8.10651,5.74754,4.19719,3.05325,2.18614,1.54668,1.09746,0.786595,0.569641,0.41991,0.317227,0.241732,0.181932,0.131969,0.0927719,0.0638259,0.0442847,0.0313456,0.092029
"1976",64.3013,70.7542,72.6095,47.7521,33.6869,23.2165,16.3365,7.75483,5.23361,3.70621,2.70479,1.9669,1.408,0.996006,0.706657,0.506456,0.36675,0.27034,0.204226,0.155621,0.117121,0.0849556,0.0597217,0.0410875,0.0285078,0.0794203
"1977",54.2968,49.5751,54.284,54.3856,34.1984,23.4866,16.0187,11.2272,5.32061,3.58798,2.53981,1.85311,1.34737,0.964421,0.68218,0.483979,0.346853,0.251168,0.185138,0.139859,0.106572,0.0802058,0.0581783,0.0408977,0.0281368,0.0739089
"1978",48.5997,41.8618,38.0959,41.1013,40.0568,24.7756,16.9063,11.5026,8.05371,3.81486,2.57192,1.8203,1.32803,0.965534,0.691082,0.488821,0.346792,0.248532,0.179968,0.132655,0.100211,0.0763599,0.0574681,0.0416851,0.0293034,0.0731159
"1979",78.3671,37.4694,32.0925,28.5842,29.6294,28.1933,17.2763,11.7474,7.98076,5.58392,2.644,1.78217,1.26119,0.92004,0.668871,0.478727,0.338607,0.240218,0.172151,0.124658,0.0918847,0.0694118,0.0528907,0.0398052,0.028873,0.0709398
"1980",73.371,60.4196,28.7655,24.2325,20.9281,21.2968,20.1198,12.2954,8.35099,5.67031,3.96624,1.87772,1.26554,0.895526,0.65326,0.474907,0.339894,0.240406,0.170549,0.122222,0.0885025,0.0652345,0.0492794,0.03755,0.0282598,0.0708621
"1981",35.4975,56.5677,45.1568,20.6246,16.1677,13.3758,13.3838,12.5626,7.65626,5.19336,3.52389,2.46391,1.1662,0.785867,0.556041,0.405585,0.294837,0.211008,0.149241,0.105872,0.0758711,0.0549383,0.0404942,0.0305898,0.0233087,0.0615281
"1982",34.5067,27.3679,43.2734,33.0069,13.7642,10.2168,8.27677,8.21648,7.68695,4.67754,3.17027,2.15015,1.50296,0.711241,0.479225,0.339046,0.24729,0.179757,0.128644,0.0909841,0.0645433,0.0462528,0.0334913,0.0246857,0.0186477,0.0517164
"1983",80.3158,26.604,20.8871,31.3632,21.6344,8.49436,6.16007,4.94671,4.89266,4.56944,2.778,1.88186,1.27591,0.891685,0.42191,0.284249,0.201089,0.146661,0.106605,0.0762897,0.0539551,0.0382746,0.0274278,0.01986,0.0146382,0.0417244
"1984",288.723,61.922,20.259,15.2137,21.1518,13.9355,5.37364,3.87006,3.09869,3.06059,2.85632,1.73578,1.17554,0.796893,0.556853,0.263459,0.177488,0.125557,0.0915696,0.0665584,0.0476304,0.0336856,0.0238956,0.0171236,0.0123988,0.0351873
"1985",44.3235,222.6,47.2734,14.5252,9.64572,12.4578,7.97737,3.04329,2.18194,1.74336,1.72002,1.60421,0.974498,0.659805,0.447202,0.312459,0.147818,0.0995763,0.0704378,0.0513691,0.0373372,0.0267186,0.0188958,0.013404,0.00960519,0.0266922
"1986",52.4915,34.1726,170.217,34.4803,9.66221,6.07184,7.67656,4.87628,1.854,1.32716,1.05951,1.04484,0.974201,0.59168,0.400558,0.271466,0.18966,0.0897204,0.060437,0.0427505,0.0311765,0.02266,0.0162154,0.0114677,0.00813465,0.022028
"1987",222.733,40.47,25.9344,119.352,20.839,5.34275,3.24348,4.04734,2.55685,0.96962,0.693145,0.552931,0.54501,0.508008,0.308473,0.208801,0.141493,0.0988469,0.0467577,0.0314953,0.0222776,0.0162459,0.0118077,0.0084494,0.00597542,0.0157164
"1988",53.4038,171.723,30.9097,18.7328,77.0552,12.5778,3.14226,1.88911,2.34775,1.48033,0.560818,0.40068,0.319516,0.314868,0.293446,0.178167,0.120589,0.0817124,0.0570816,0.0270005,0.0181867,0.0128637,0.00938071,0.00681795,0.00487876,0.0125249
"1989",44.3724,41.1734,130.892,22.634,12.7431,50.158,8.048,1.99752,1.19761,1.48644,0.936613,0.354694,0.253352,0.202001,0.199041,0.185486,0.112613,0.076217,0.0516437,0.0360758,0.0170641,0.0114937,0.0081296,0.00592835,0.00430873,0.0109984
"1990",53.8143,34.2103,31.4187,96.084,15.4566,8.33386,32.2561,5.14267,1.273,0.762263,0.945473,0.59552,0.22547,0.161026,0.128374,0.126484,0.117864,0.0715554,0.0484278,0.0328134,0.0229214,0.0108419,0.00730256,0.00516513,0.00376655,0.00972523
"1991",52.0925,41.4898,26.1468,23.2819,67.0484,10.4044,5.53232,21.3006,3.38855,0.837926,0.501471,0.621807,0.39158,0.148238,0.105859,0.0843893,0.0831435,0.0774746,0.0470338,0.0318313,0.0215677,0.0150657,0.00712606,0.00479974,0.00339486,0.0088676
"1992",50.525,40.1624,31.5015,19.2756,16.2165,45.1401,6.91321,3.65773,14.0537,2.23352,0.552024,0.330271,0.409452,0.25782,0.0975937,0.0696895,0.055553,0.0547313,0.0509985,0.03096,0.0209527,0.0141966,0.00991671,0.00469055,0.00315929,0.00807135
"1993",104.375,38.9538,30.6181,22.949,12.8926,10.3058,28.1234,4.2748,2.25464,8.64988,1.37363,0.339346,0.202973,0.251589,0.1584,0.0599546,0.0428096,0.0341242,0.0336183,0.0313246,0.0190161,0.0128692,0.00871953,0.00609076,0.00288088,0.00689764
"1994",110.488,80.4709,29.7686,22.6402,15.9414,8.62683,6.79662,18.4455,2.7973,1.47377,5.65087,0.897084,0.221575,0.132513,0.164239,0.103398,0.0391344,0.0279424,0.0222728,0.0219422,0.0204448,0.0124112,0.00839926,0.00569087,0.00397516,0.00638194
"1995",68.9894,85.1845,61.4417,22.1228,15.8468,10.2996,5.31116,4.16918,11.454,1.7602,0.937242,3.62187,0.578243,0.143413,0.0860289,0.106867,0.0673939,0.0255409,0.0182549,0.0145622,0.0143549,0.0133818,0.00812662,0.00550136,0.00372831,0.00678777
"1996",47.9368,53.1895,64.8528,45.1868,15.0265,9.33355,5.5305,2.84168,2.29415,6.49046,1.02086,0.552927,2.16325,0.348482,0.0870006,0.0524459,0.0653916,0.0413551,0.015707,0.0112454,0.00898259,0.00886397,0.00826994,0.00502556,0.00340387,0.00651179
"1997",59.2182,36.9584,40.7097,48.1741,31.0605,8.77699,4.8908,2.89056,1.53834,1.28788,3.74944,0.602258,0.331189,1.3101,0.212765,0.0534398,0.0323619,0.0404908,0.0256761,0.00977237,0.00700794,0.00560502,0.00553664,0.00516978,0.00314365,0.00620865
"1998",130.367,45.6561,28.2445,30.6087,34.6416,19.5162,5.01598,2.79483,1.70835,0.940867,0.80915,2.40255,0.391438,0.217489,0.866884,0.141582,0.0357128,0.0216973,0.0272156,0.0172917,0.00659131,0.00473243,0.00378865,0.00374527,0.00349921,0.00633602
"1999",42.9162,100.511,34.7936,21.0179,21.4534,20.5998,10.3523,2.65876,1.54143,0.981215,0.557901,0.491132,1.48308,0.244608,0.137136,0.550283,0.0903292,0.0228729,0.0139379,0.0175232,0.0111537,0.0042577,0.0030604,0.00245227,0.00242592,0.00637744
"2000",26.4468,33.0876,76.7179,25.5999,14.2058,12.2654,10.5437,5.28114,1.40451,0.844344,0.553083,0.321151,0.287044,0.87641,0.145726,0.0821951,0.33133,0.0545779,0.0138572,0.00846173,0.0106558,0.00679131,0.00259508,0.00186684,0.00149685,0.00537904
"2001",35.9167,20.39,25.2374,57.4673,17.8406,8.38923,6.1365,4.8303,2.36431,0.63473,0.389548,0.260878,0.154523,0.14044,0.434673,0.0730714,0.041577,0.168771,0.0279558,0.00712954,0.00436906,0.00551762,0.0035246,0.00134928,0.000972072,0.0035892
"2002",150.115,27.6911,15.5196,18.7376,39.9601,10.9786,4.59424,3.16036,2.44734,1.20518,0.328064,0.204366,0.138715,0.0830978,0.0762235,0.237674,0.0401919,0.0229772,0.0936227,0.0155547,0.00397647,0.00244153,0.00308815,0.00197513,0.000756872,0.00256293
"2003",51.2264,115.736,21.1041,11.4407,12.8915,25.4989,6.61343,2.68869,1.83432,1.42294,0.704435,0.192886,0.120804,0.08237,0.0495279,0.0455668,0.142424,0.0241307,0.0138164,0.0563646,0.00937372,0.00239821,0.00147341,0.00186457,0.00119303,0.00200661
"2004",37.6326,39.4946,88.421,15.6762,7.99382,8.44973,15.9383,4.03723,1.6302,1.11364,0.867523,0.431495,0.118659,0.0745866,0.0510081,0.0307441,0.0283396,0.0887141,0.0150492,0.00862503,0.0352139,0.00585991,0.00149998,0.000921929,0.00116706,0.00200368
"2005",89.4838,29.014,30.198,66.7589,11.4802,5.50403,5.48509,10.0102,2.50497,1.01005,0.691962,0.541216,0.270266,0.0745813,0.0470168,0.0322302,0.0194634,0.0179688,0.0563191,0.00956326,0.00548528,0.0224093,0.00373103,0.000955437,0.000587433,0.00202134
"2006",78.87,68.9903,21.9025,22.0714,46.7816,7.68463,3.55702,3.47774,6.2966,1.57208,0.633962,0.434733,0.34042,0.170181,0.0470072,0.0296574,0.0203436,0.0122917,0.0113527,0.0355947,0.00604584,0.00346854,0.0141728,0.00236003,0.000604424,0.00165068
"2007",61.3069,60.8073,52.8227,16.6298,16.484,33.9347,5.42623,2.47417,2.40537,4.35137,1.0876,0.439321,0.301761,0.236643,0.118448,0.0327504,0.0206795,0.0141944,0.00858088,0.00792872,0.0248677,0.00422499,0.00242443,0.0099082,0.00165013,0.00157713
"2008",64.8947,47.2665,46.6866,40.2327,12.4196,11.8798,23.6737,3.71514,1.68038,1.62967,2.94811,0.73752,0.298239,0.205072,0.160968,0.0806323,0.0223088,0.0140937,0.00967803,0.00585259,0.00540926,0.0169694,0.00288358,0.00165493,0.00676416,0.00220354
"2009",61.9706,50.0326,36.2448,35.5045,30.1626,9.08635,8.49712,16.7248,2.61358,1.18203,1.14807,2.08078,0.521471,0.211198,0.145407,0.114253,0.0572793,0.0158583,0.0100239,0.00688625,0.00416574,0.00385125,0.0120844,0.00205385,0.0011789,0.0063892
"2010",46.2589,47.7782,38.439,27.6466,26.6014,21.8613,6.38744,5.8693,11.4675,1.78834,0.808983,0.786547,1.42725,0.35809,0.145169,0.100027,0.078648,0.0394504,0.0109269,0.00690922,0.00474786,0.0028728,0.0026564,0.00833645,0.00141702,0.00522257
"2011",57.0897,35.6647,36.7711,29.5167,20.9872,19.6243,15.6768,4.50715,4.11636,8.0354,1.25463,0.568584,0.553823,1.00657,0.252884,0.102631,0.0707805,0.0556922,0.0279517,0.00774557,0.00489944,0.00336779,0.00203824,0.00188507,0.00591674,0.00471363
"2012",64.3455,44.0151,27.3931,28.0617,22.134,15.1869,13.7285,10.7582,3.06978,2.79946,5.47027,0.855648,0.388491,0.379036,0.689868,0.173518,0.0704873,0.0486489,0.0383016,0.0192328,0.00533162,0.00337357,0.00231952,0.0014041,0.00129879,0.00732579
"2013",55.581,49.6092,33.708,20.7645,20.851,15.8578,10.5152,9.32747,7.26032,2.07062,1.89191,3.70633,0.58117,0.264438,0.258464,0.471105,0.118633,0.0482372,0.0333174,0.0262469,0.0131861,0.00365679,0.00231455,0.00159178,0.000963763,0.00592196
"2014",72.9823,42.8519,38.0969,25.7083,15.5335,14.9755,10.9526,7.10381,6.24858,4.85734,1.38744,1.27072,2.4954,0.392126,0.17874,0.174959,0.319278,0.0804769,0.0327476,0.0226327,0.0178385,0.00896532,0.00248708,0.00157458,0.00108311,0.00468704
"2015",114.884,56.268,32.8563,29.0049,19.2379,11.2287,10.475,7.52061,4.84401,4.25657,3.31347,0.948431,0.87046,1.71252,0.26952,0.123009,0.120529,0.220131,0.0555226,0.0226051,0.0156296,0.012323,0.00619503,0.00171895,0.00108847,0.00398996
